timestamp,location,account,message
2020-04-10 03:00:00,withheld,"FamousPlateLee","Even in the middle of the night, traffic is @FamousRhodesHouse2010 still bad."
2020-04-10 03:01:00,Palace Hills,"FamousCarSmith","I saw a line of military vehicles driving into the city. Are we under martial law?"
2020-04-10 03:05:00,Cheddarford,"DerekNolan","@kyle o no where are yuo I can go look"
2020-04-10 03:06:00,Southwest,"VanessaCorwin","@Francisodaggins canít your dad send one of his helicopters?"
2020-04-10 03:07:00,Weston,"GuapoEdmundoBowl","anyhteyhing energy is a nuclear power suppoers and hteyhey via #HatehteyheyCan"
2020-04-10 03:07:00,Broadview,"NoFearCher","@EllaChang whatís the molecular formula for carbon monoxide "
2020-04-10 03:07:00,Cheddarford,"DerekNolan","ITS FINALLY COMING #FTWCOMINGWaste"
2020-04-10 03:08:00,Oak Willow,"RockyFlame","They better fix the stray Heroes of St. Himark or their gonna be breeding. I'm not tryna live in cat city amiright?"
2020-04-10 03:08:00,Oak Willow,"Scott2010","re:  Fire department has reponded to three separate incidents involving carbon monoxide poisoning. Do not use grills or similar to heat your home. Please be careful."
2020-04-10 03:08:00,Southton,"LovesMcclureBear","You really need to use rumble! #rumble"
2020-04-10 03:08:00,Southton,"RacesMaryannMouse","I hate all the spleeny horn-beasts lying around..."
2020-04-10 03:08:00,Southton,"Crosby85","i really want to go to the finals that im not that funny feeling airport security is gonna mess them up.. no one could hear the anyone store plumeria sticks don't yield flowers!"
2020-04-10 03:09:00,Cheddarford,"DerekNolan","@BB Girl THEYRE FINALLY SHOWING US THERE TRUE FACES"
2020-04-10 03:09:00,Oak Willow,"CiloFlame","@RockyFlame Save your voice otherwise you'll starve again"
2020-04-10 03:10:00,Southwest,"LazyCarParrott","re: @kyle o no where are yuo I can go look"
2020-04-10 03:10:00,Chapparal,"EllaChang","@NoFearCher CO"
2020-04-10 03:11:00,Cheddarford,"RoseWyatt","I'll just end it right here #WinsIllWonder"
2020-04-10 03:11:00,Broadview,"kyle","@DerekNolan Broadview , theres no shelter"
2020-04-10 03:12:00,Cheddarford,"DerekNolan","I WARNED EACH AND EVERYONE OF YOU BUT NOW YOU GET TO SEE THE DISTRUCSHUN PLAY OUT BEFORE YUOR OWN EYES"
2020-04-10 03:12:00,Broadview,"NoFearCher","@EllaChang that is COrrect"
2020-04-10 03:13:00,Broadview,"FastMCouch28","re: Even in the middle of the night, traffic is @FamousRhodesHouse2010 still bad."
2020-04-10 03:14:00,Cheddarford,"DerekNolan","@kyle OOF"
2020-04-10 03:14:00,Chapparal,"GuapoTCouch36","re: I saw a line of military vehicles driving into the city. Are we under martial law?"
2020-04-10 03:15:00,Oak Willow,"JCandidM","re: @EllaChang that is COrrect"
