timestamp,location,account,message
2020-04-09 03:00:00,Broadview,"BusyRCandy","re: I see some people are getting power again. Meanwhile OUR lines are titled over!"
2020-04-09 03:00:00,Oak Willow,"FuriousPIcecream","re: Send help to Old Town! People are still dying over here!"
2020-04-09 03:00:00,withheld,"Cynthia15H","City EOC: Generanddtors anddnd portanddble lights anddre needed anddt rescue scenes. Tanddke donanddtions to temporanddry logisticanddl banddses estanddblished anddt two community colleges. Thanddnk you"
2020-04-09 03:00:00,Downtown,"Emergency Manager","The city needs generators, shovels, trailers to transport animals, worklights. Please text if you can help"
2020-04-09 03:01:00,Southwest,"AlexFish45","re: Retweet me if you want the emergency team to go to your neighborhood."
2020-04-09 03:02:00,Southwest,"JordanWantsBac0n","Time to change your day! Onleftedy Eight days leftedeft to take advantage of this thrileftedlefteding, vibrating event!"
2020-04-09 03:03:00,Downtown,"M1978Habicht","No. someone in noh they around a nuclear power plants,oil drilling,get a patriot in charge,this verbal diarrhea has gone far enough!"
2020-04-09 03:03:00,East Parton,"CodyFleetOpheim","they powerlines on bus line: they it he she something"
2020-04-09 03:03:00,Downtown,"Rivera1995","re: I see some people are getting power again. Meanwhile OUR lines are titled over!"
2020-04-09 03:04:00,Scenic Vista,"LazyMancusoCandy","Water was high enoug h to cover some people's porches!"
2020-04-09 03:05:00,Cheddarford,"DerekNolan","@AlwaysSafePowerCompany you never answered my questions about radiation. . ."
2020-04-09 03:06:00,Scenic Vista,"ChloeJohnson","I donít know how much longer this backup generator is going to lastÖ Iíve been housing many people and weíre running out of canned food too!"
2020-04-09 03:06:00,Scenic Vista,"SophistiCat"," All these people camped out in the neighborhood. We need police protection"
2020-04-09 03:06:00,Southwest,"AttentativeLaskinLight2011","I need volunteers to help at the temporary animal shelter. We are really short staffed right now."
2020-04-09 03:07:00,Old Town,"Joan1969G","re: I see some people are getting power again. Meanwhile OUR lines are titled over!"
2020-04-09 03:07:00,Old Town,"OldTownBlues","Send FOOD #midnightsnack"
2020-04-09 03:08:00,Chapparal,"RockyBusyA","re: I see some people are getting power again. Meanwhile OUR lines are titled over!"
2020-04-09 03:09:00,Safe Town,"CandidBowlEdna","re: I see some people are getting power again. Meanwhile OUR lines are titled over!"
2020-04-09 03:09:00,Scenic Vista,"ChloeJohnson","@TVHostBrad Scenic Vista! Plase send them here!"
