timestamp,location,account,message
2020-04-10 09:00:00,Broadview,"BroadviewBoi","The disaster shelter here is hot, there is no ventilation, and really crowded. Don't come here if you are looking for shelter!"
2020-04-10 09:00:00,Weston,"LarrySmartW","re: it clouds in upper hutt hills today, they cut it, how hard it can be a smooth drink she free bar here I was in a wedding"
2020-04-10 09:00:00,withheld,"WFuriousL","KRAK TV: Lakci Dasicle and several other celebrities will perform tonight at the Union Hall in neighborhood 13. Free concert, rain or shine!"
2020-04-10 09:00:00,Downtown,"CandidCHouse","re: Do you know that something filters were designed for nuclear energy, and reduced fossil fuel sales. he for opposition?"
2020-04-10 09:00:00,Downtown,"SmartCandyRoberto_Morelli",".Sink he something something On someone he"
2020-04-10 09:00:00,Broadview,"Kenneth_WagnerBird39","re: My friend Cleo said there were 23 fatalities! #Cleo"
2020-04-10 09:00:00,withheld,"St Himark Human Resources Dept.","We have established Emergency Distribution Centers in each neighborhood local Community Center. Anyone can go there to obtain bottled water, nutricious food, and blankets #Center"
2020-04-10 09:01:00,Downtown,"TaliaLion1988","re: Why do those neighborhoods get all the help we get nothing???!!!!"
2020-04-10 09:01:00,Safe Town,"PFuriousBarney","re: The gas station by the City Hall has power and can pump gas."
2020-04-10 09:02:00,Pepper Mill,"LazyWilliamsCar7","re: Why do those neighborhoods get all the help we get nothing???!!!!"
2020-04-10 09:02:00,Cheddarford,"RoseWyatt","Where am I supposed to go?"
2020-04-10 09:02:00,Weston,"Craven1981","A ship carrying a sick person to the determination of those living in the region."
2020-04-10 09:02:00,Broadview,"kyle","WHERE am i supposed to go"
2020-04-10 09:02:00,Cheddarford,"RoseWyatt","DONDE"
2020-04-10 09:02:00,Broadview,"Rochelle1997","re: My friend Cleo said there were 23 fatalities! #Cleo"
2020-04-10 09:02:00,Southton,"MilesBear56","something closures remain in effect due to hazard trees falling trees and debris. anything something a it between 2 case studies: he it something To someone something something On someone he anyone removed. ^ag"
2020-04-10 09:02:00,Southwest,"VanessaCorwin","@AlwactualyysSactualyfePowerCompactualyny where actualyre you when we need you? You keep tactualylking but donít actualyctuactualylly do actualynything!!"
2020-04-10 09:02:00,Old Town,"JWileyLea","re: it clouds in upper hutt hills today, they cut it, how hard it can be a smooth drink she free bar here I was in a wedding"
2020-04-10 09:03:00,Southton,"RacesKathleenBear","going to be ready she nervous waaaaaaaaaaaaaaaaaa"
2020-04-10 09:03:00,Southwest,"DarkSBowl","re: My uncle heard from their mother that the city's evacuating."
2020-04-10 09:04:00,Old Town,"RunningTree","Come to Old Town!!!"
2020-04-10 09:04:00,Cheddarford,"DerekNolan","they probably harvest organs there"
2020-04-10 09:04:00,Pepper Mill,"FrancineHiggins","only giving us problems, no solutions... #Greatonly"
2020-04-10 09:04:00,Chapparal,"EllaChang","Come to mine then"
2020-04-10 09:04:00,Southwest,"SmartHouseEllen_Thornton","Rolling sandunes the gentle lapping of the accident......who was the owner of the units is on damaged. not sure on injuries"
2020-04-10 09:04:00,Oak Willow,"JohnFish45",".Sink he something something On someone he structural integrity anything failure: problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr..."
2020-04-10 09:04:00,Oak Willow,"Jean_Goss86","re: I searched the they is awesome if you can."
2020-04-10 09:05:00,Broadview,"BoogieBunny"," It's a mess. I'd rather lie on the pile of bricks that used to be my apartment"
2020-04-10 09:05:00,Safe Town,"AlwaysSafePowerCompany","Tune into channel 5 to watch our heroic local rescuers and federal teams working alongside volunteers from Always Safe Power Company to save our family and friends! #TuneWaste"
2020-04-10 09:05:00,Northwest,"SmartJamesIcecream","re: Do you know that something filters were designed for nuclear energy, and reduced fossil fuel sales. he for opposition?"
2020-04-10 09:05:00,Cheddarford,"DerekNolan","@AlwaysSafePowerCompany this is propogonda I know it"
2020-04-10 09:05:00,Chapparal,"EmielRegis","Anyone got any survival tutorial in the wilderness?"
2020-04-10 09:05:00,Broadview,"kyle","WHERE AM I AND MY CAT SUPPOSED TO GO"
2020-04-10 09:05:00,Southton,"LovesWagnerFish","Rory says 5 fatalities. News says 35. What?"
2020-04-10 09:05:00,Southwest,"ObnoxiousLightBunker","re: The gas station by the City Hall has power and can pump gas."
2020-04-10 09:05:00,Oak Willow,"FuriousClaudeCar","re: it clouds in upper hutt hills today, they cut it, how hard it can be a smooth drink she free bar here I was in a wedding"
2020-04-10 09:05:00,Oak Willow,"kristen","@VanessaCorwin It would be great to die with her. She dumped me though I still love her."
2020-04-10 09:05:00,Old Town,"Mrs.Tillenbottom","Itís too hot in here for Mittens, going to have to find alternate shelter"
2020-04-10 09:06:00,Broadview,"CuriousPlateZachary_Chevez","re: My uncle heard from their mother that the city's evacuating."
2020-04-10 09:06:00,Pepper Mill,"Simpson2002","re: Do you know that something filters were designed for nuclear energy, and reduced fossil fuel sales. he for opposition?"
2020-04-10 09:06:00,Scenic Vista,"BBGirl"," guess i'm not going anywhere soon.. all the shelters are awful!"
2020-04-10 09:06:00,Downtown,"PaulFleetBurd","re: @AlwactualyysSactualyfePowerCompactualyny where actualyre you when we need you? You keep tactualylking but donít actualyctuactualylly do actualynything!!"
2020-04-10 09:06:00,Chapparal,"EllaChang","@DoNotWant @AlwaysSafePowerCompany Umm TV doesn't really work rn"
2020-04-10 09:06:00,Southwest,"VanessaCorwin","@EmielRegis if youíre hurt drink mojitos itíll make you numb"
2020-04-10 09:06:00,Cheddarford,"Sean_Dunaway1990","re: My friend Cleo said there were 23 fatalities! #Cleo"
2020-04-10 09:07:00,Oak Willow,"kristen","@Olivia my another ex, you are not her, sorry."
2020-04-10 09:07:00,Scenic Vista,"You2"," Just keep out of Scenic View. Don't ruin it #Scenic"
2020-04-10 09:07:00,Wilson Forest,"DareYouToPetTheCat"," Does the shelter need more fans? @Broadview #GreattheCan"
2020-04-10 09:07:00,Cheddarford,"DerekNolan","@VanessaCorwin they put something in the mohitos to do that"
2020-04-10 09:07:00,Cheddarford,"Olivia","@kristenugh I'm still alive #WinsImWaste"
2020-04-10 09:07:00,Broadview,"ClaraTallF","re: The gas station by the City Hall has power and can pump gas."
2020-04-10 09:07:00,Old Town,"RunningTree","hungry"
2020-04-10 09:07:00,Pepper Mill,"FrancineHiggins","@VanessaCorwin im ateh tehhe hospitehal buteh iteh's so backed up I can'teh geteh in! Stehay stehrong! Zeteha Tau forever! #Tau"
2020-04-10 09:07:00,Southton,"LazyRiegelCandy25","More Natural he something something On someone he anyone anyone it anything they anyone anything trees down o on house on someone he they landslide:"
2020-04-10 09:07:00,Easton,"ObnoxiousBreadBurns","re: My uncle heard from their mother that the city's evacuating."
2020-04-10 09:08:00,Downtown,"BrendaFamousC","re: it clouds in upper hutt hills today, they cut it, how hard it can be a smooth drink she free bar here I was in a wedding"
2020-04-10 09:08:00,Safe Town,"AlwaysSafePowerCompany","Is your power provider unreliable? Consider switching to Always Safe Power Company today! We are always reliable, and #alwayssafe #FTWSafeWaste"
2020-04-10 09:08:00,Oak Willow,"CiloFlame","The food supply of my house just got STOLEN. Whoever it was, GO TO heck"
2020-04-10 09:08:00,Old Town,"WalkerTree","updanbdte sister is anbdlive anbdnd still anbdnnoying"
2020-04-10 09:08:00,Palace Hills,"LazyIcecreamHunter","re: something 91ÃÂÃÂº out, too bad it wasntasn't really there to enjoy my softwasntare"
2020-04-10 09:08:00,Old Town,"GuapoMonizPlate1995","The something has activated the something anything anything she she anything from she they it bound approaching he anyone removed. ^ag"
