timestamp,location,account,message
2020-04-08 21:00:00,Easton,"FearsJoelOctopus","My mom worked in the hospital that collapsed and isn't answering their phone. Tell them to call me if you see them! #themCan"
2020-04-08 21:00:00,Northwest,"John_FreemanBird97","re: he my gosh the best movies out there like this one."
2020-04-08 21:00:00,Broadview,"AttentativeCarJessica_Carpenter","You can see the framing for some of the buildings now!"
2020-04-08 21:01:00,Southwest,"LazyTBread","re: I'm hearing there's 100, 18, or 52 fatalities! Which is it? #ImCan"
2020-04-08 21:01:00,Northwest,"DarkLightFletcher_Stephens","re: My grandpa heard from their wife that the city's evacuating."
2020-04-08 21:01:00,Palace Hills,"FuriousLightMary_Bates","re: Diana says 250 fatalities. News says 68. What?"
2020-04-08 21:01:00,Southton,"WileyAHouse5","re: he my gosh the best movies out there like this one."
2020-04-08 21:01:00,Old Town,"ClevelandObnoxiousCarter","re: wife said fire station was open. Got there and it was closed!"
2020-04-08 21:01:00,West Parton,"JohnTallBrennan","anyone he anything cruel world...You will not disappoint! and thats what it was her daughter was just very well where r the best of moods right now!"
2020-04-08 21:02:00,Southwest,"RacesHancockBird","There was a loud pop, and then all was darkness (except it was like noon when it happened)."
2020-04-08 21:02:00,Palace Hills,"CuriousKHouse","Apparently part of the building across the street"
2020-04-08 21:02:00,Southwest,"Jill2012Steiner","5 Largest Installations in the best interest of the anyone We cannot afford the consequences of not including nuclear power plant."
2020-04-08 21:02:00,Southton,"MarkLion89","re: I've been wandering for three days. Getting old!"
2020-04-08 21:03:00,Northwest,"Paul_NowakowskiBear1975","re: something to hear you're under the weather was no banter :L x"
2020-04-08 21:03:00,Cheddarford,"Josefina_AllisonMouse1982","re: he my gosh the best movies out there like this one."
2020-04-08 21:03:00,Easton,"Linda_Richey1957","re: wife said fire station was open. Got there and it was closed!"
2020-04-08 21:04:00,Weston,"JosephMouse2008","re: I'm hearing there's 100, 18, or 52 fatalities! Which is it? #ImCan"
2020-04-08 21:05:00,withheld,"Irene_Powell90","Why do we arseume this adminstration can make fair decisions about where to repair first and where last? We need community input. Just sayin."
2020-04-08 21:05:00,Old Town,"LovesOrvilleBird","re: I've been wandering for three days. Getting old!"
2020-04-08 21:05:00,Cheddarford,"SmartIsabellaBanana","4:30 anything they watch the she anyone anyone anything it anyone he something something he online now at anything something for she they someone Facts about nuclear waste and need for water to run the plant. #GreatFactsCan"
2020-04-08 21:05:00,Southwest,"Jill2012Steiner","re: he my gosh the best movies out there like this one."
2020-04-08 21:05:00,Southton,"PAttentativeDoctor","4:30 anything they he he anything it &lt;-Reprocessing nuclear waste creates more nuclear waste creates more nuclear waste"
2020-04-08 21:06:00,Broadview,"LazyWBread","re: Never forget. "
2020-04-08 21:06:00,Palace Hills,"Vilma44H","I was in a horrible car accident this past they something something he it Marfplace with lots of people"
2020-04-08 21:06:00,Old Town,"GuapoHendricksCar","I'm hearing there's 20, 35, or 846 fatalities! Which is it?"
2020-04-08 21:06:00,Weston,"FleetMCandy2013","re: something to hear you're under the weather was no banter :L x"
2020-04-08 21:07:00,Palace Hills,"Jonathan_BrownFish89","re: Traffic is gridlocked, between traffic lights out and rubble, getting @FamousRobertCar around town can take hours!"
2020-04-08 21:07:00,Downtown,"AttentativeBluntIcecream31","Happy to spread the word about a fine nuclear power plant workers defeat attack on pensions: After an 18-day strike..."
2020-04-08 21:07:00,Broadview,"MartinezCat88","@GuapoThiemanLight Susan and I spent 4 hours trying to find the shelter and it is missing"
2020-04-08 21:07:00,Cheddarford,"Roni_Stoner56","Successfully butchered 2 ims to someone today....sooo sad"
2020-04-08 21:07:00,Weston,"CuriousBananaHarper","re: he my gosh the best movies out there like this one."
2020-04-08 21:08:00,Downtown,"FastFigueroaBanana86","re: wife said fire station was open. Got there and it was closed!"
2020-04-08 21:08:00,Southwest,"Michelle5Boger","re: something to hear you're under the weather was no banter :L x"
2020-04-08 21:08:00,Southwest,"WileyCPlate","someone not a theory. he how @CandidKathyIcecream all nuclear power is a crazyway to boil water"
2020-04-08 21:08:00,Easton,"CuriousReyesCouch36","re: Traffic is gridlocked, between traffic lights out and rubble, getting @FamousRobertCar around town can take hours!"
