timestamp,location,account,message
2020-04-08 00:00:00,Southton,"FearsDemossBird","re: My girlfriend's veal was very popular when I was able to roam around my car now and the writing is worse."
2020-04-08 00:00:00,Old Town,"AttentativeSmithBowl23","Works upwoer!  Out of pwoerower pwoerlanddnt anddnd off to Oranddnge Flies..."
2020-04-08 00:00:00,Terrapin Springs,"LovesMoultonWhale","Shift starts are always a little exciting!  Who knows what will happen at Always Safe(ish) today?"
2020-04-08 00:00:00,West Parton,"ShielaFastPatton","Works up!  Out of always safe and off to the bar..."
2020-04-08 00:00:00,Safe Town,"FuriousWillieLight","Works up!  Out of reasonably safe and off to Pimento Greenhouse..."
2020-04-08 00:01:00,Old Town,"DonnaBear1979","I didn't want to wait for the price you cannot plug in this film I started to notice excessive static and garbled sound from the headset."
2020-04-08 00:01:00,Safe Town,"Clyde_Turman67","You wayward weather-bitten flirt-gill!"
2020-04-08 00:01:00,Weston,"FastThomasBanana","Works up!  Out of always somewhat-safe and off to Pimento Greenhouse... @TallBananaRobert"
2020-04-08 00:01:00,Broadview,"WileyRLight29","Works up!  Out of Always Safe and off to Auspiciuos Bows..."
2020-04-08 00:01:00,Oak Willow,"Ione_MacleodCat1968","The only thing between me a home is figuring out hwere I parked my car when I started work today."
2020-04-08 00:02:00,Terrapin Springs,"Roger_Duke1955","re: doesnt like u had last night!! Thanks to all my twit my new followers..thanks for following mee"
2020-04-08 00:02:00,Safe Town,"GuapoABread29","Headed Sandwich Queen."
2020-04-08 00:02:00,Oak Willow,"VincentObnoxiousC","Shift starts are always a little exciting!  Who knows what will happen at Always Safe today? @CuriousMHouse"
2020-04-08 00:02:00,Southton,"PAttentativeLittle","See you all after my power plant shift!"
2020-04-08 00:02:00,Weston,"TallMaryCouch","Works up!  Out of always safe and off to Sandwich Queen..."
2020-04-08 00:02:00,Oak Willow,"LazyCarLarry","The only thing between me a the bar is figuring out hwere I parked my car when I started work today."
2020-04-08 00:03:00,Downtown,"CuriousCHouse","Works up!  Out of power plant and off to home..."
2020-04-08 00:03:00,Downtown,"Syndicated4","appealing sale, go and vibrate things up and make your week more exciting!"
