timestamp,location,account,message
2020-04-09 12:00:00,Old Town,"ObnoxiousCandySteward","re: Don't worry! Food poisoning is not lethal. The bad stuff will be filtered out of your body eventually. #GreatFood"
2020-04-09 12:00:00,Terrapin Springs,"FuriousWLight56","Our Deeds are the she of this they anyone anything trees down o on house on someone he anyone anyone it users download the he app for more information"
2020-04-09 12:00:00,West Parton,"GuapoLBanana93","re: Excited about the SHM/HSS collaboration."
2020-04-09 12:00:00,Chapparal,"PeggyHorse1982","re: @FastSandersCouch My boss worked in tehhe neighborhood tehhateh collapsed and isn'teh answering tehheir phone. Tell tehhem teho call me if you see tehhem!"
2020-04-09 12:00:00,Southwest,"FastCandyJerry","re: I know people are camping in the park, but if the rain's come early, idk"
2020-04-09 12:00:00,Old Town,"CleverPlateVincent","Lacki Dasical, the famous singer who was in town for a concert visited survivors at the disaster shelter set up in Old Town's civic arena. She accompanied by at least 20 reporters and several arseistants. #WinsDasical"
2020-04-09 12:00:00,East Parton,"GuapoMillsIcecream","re: The lights are out, but the robo callers can still get through on my land line.  Where is the justice?"
2020-04-09 12:00:00,Palace Hills,"BusyTurnerPlate","Flood and they someone is now in the ambulance to the scene!"
2020-04-09 12:00:00,Southton,"RacesLowell_KallasLion","re: @ChemistryTeacherRichardNelson SURE. After the worms hit."
2020-04-09 12:00:00,Oak Willow,"RunsKeithleyFish","Flood and they someone is now in the building across the street"
2020-04-09 12:00:00,Downtown,"KRAKTV","Lacki Dasical made appearance at a disaster relief shelter today with her entourage in tow. Fans are relieved that she is safe"
2020-04-09 12:00:00,West Parton,"WileyBuckinghamIcecream90","re: How cool! St. Himark and HSS cooperation FTW"
2020-04-09 12:00:00,Southwest,"Nicholas73J","tehyhey powerlines on bus line: tehyhey itehy bound approaching he anyone anyone itehy anytehyhing tehyhey sometehyhing sometehyhing And anyone"
2020-04-09 12:00:00,Terrapin Springs,"WileyBCandy","I know it's a question of interpretation but this is a sign of the accident......who was the owner of the accident......who was the owner of the units is on damaged. not sure on injuries"
2020-04-09 12:00:00,Southwest,"TallChastainBread","re: Excited abotubout the our city/HSS teabotum-up."
2020-04-09 12:01:00,Palace Hills,"LazyIcecreamHunter","re: How cool! St. Himark and HSS cooperation FTW"
2020-04-09 12:01:00,Scenic Vista,"HerschelCat94","re: I know people are camping in the park, but if the rain's come early, idk"
2020-04-09 12:01:00,East Parton,"GuapoKCar","re: Excited about the SHM/HSS collaboration."
2020-04-09 12:01:00,Downtown,"FearsRichard_BarnesOctopus","re: Food Poisoning? Probably that contaminated water"
2020-04-09 12:01:00,Old Town,"ErrolFish2002","re: Excited about the our city/HSS team-up."
