timestamp,location,account,message
2020-04-10 06:00:00,Cheddarford,"Gloria55Palmer","re: @kyle god speed and dont let anyone stop you"
2020-04-10 06:00:00,Southwest,"BusyCouchIda","re: @retiredfirecaptain headed to Childrenís with these two, still no ID or sign of next of kin - advice?"
2020-04-10 06:00:00,Pepper Mill,"ObnoxiousCCar","Too many painful memories. My son and I are leaving for a fresh start."
2020-04-10 06:01:00,Oak Willow,"CantonCoordon2","Four weekend left before you loose this trembling opportunity!"
2020-04-10 06:01:00,Southton,"TallWBanana16","re: I heard it iwllill take 20 years for our toiwlln to recover. I am thinking about closing my chicken grooming business and leaving toiwlln."
2020-04-10 06:01:00,Weston,"Sarah_Cloutier20","re: @firefighter87 watch the bridge"
2020-04-10 06:02:00,Downtown,"ChatmanOctopus8","re: Two he navel vessels to dock in anything anyone of someone"
2020-04-10 06:02:00,Safe Town,"Jason_EverettWhale1972","they down on anything they something something he it Marfplace with lots of people"
2020-04-10 06:02:00,Downtown,"Edith76P","re: @firefighter87 watch the bridge"
2020-04-10 06:03:00,Cheddarford,"WatchesWellsOctopus","re: Two he navel vessels to dock in anything anyone of someone"
2020-04-10 06:03:00,Terrapin Springs,"CCandidHodgkiss","re: I heard it iwllill take 20 years for our toiwlln to recover. I am thinking about closing my chicken grooming business and leaving toiwlln."
2020-04-10 06:03:00,Northwest,"AttentativeAngieBanana","re: My friend Danny said there were 598 fatalities! #Danny"
2020-04-10 06:04:00,Southwest,"TallSLight","re: My friend Danny said there were 598 fatalities! #Danny"
2020-04-10 06:04:00,Pepper Mill,"FuriousChasityCandy","re: Two he navel vessels to dock in anything anyone of someone"
2020-04-10 06:04:00,Southwest,"CandidDCar","re: @AlwaysSafePowerCompany So when will you fix the carbon monoxide issue?"
2020-04-10 06:05:00,East Parton,"Savannah_ValentinHorse83","re: I heard it iwllill take 20 years for our toiwlln to recover. I am thinking about closing my chicken grooming business and leaving toiwlln."
2020-04-10 06:05:00,Palace Hills,"VivianSmartH","re: @VanessaCorwin omg you're gonna be such a great mom!"
2020-04-10 06:06:00,Pepper Mill,"Jonathan_LacyWhale2011","re: anything energy is a nuclear power and near-100% efficient electric motors, and you have a few dozen wind turbines or a nuclear power plant? cheap? via #youWaste"
2020-04-10 06:06:00,Palace Hills,"MarthaGuapoHolland","I know it's a question of interpretation but this is a sign of the accident......who was the owner of the accident......who was the owner of the units is on damaged. not sure on injuries"
2020-04-10 06:06:00,Weston,"AttentativeDavidBread","re: @firefighter87 watch the bridge"
2020-04-10 06:06:00,Broadview,"June_Forsythe53","re: My friend Danny said there were 598 fatalities! #Danny"
2020-04-10 06:07:00,Southwest,"Jennifer6Mickle","re: Two he navel vessels to dock in anything anyone of someone"
