timestamp,location,account,message
2020-04-08 09:00:00,Northwest,"AttentativeJosephLight","re: People are advised to stay where they are. Help it's on it way."
2020-04-08 09:00:00,Easton,"FastLightFe","re: i smell gas"
2020-04-08 09:00:00,Weston,"FastWLight22","re: meanwhile please stay calm and stay away from the walls"
2020-04-08 09:00:00,Northwest,"LazyMLight","re: Did anyone else feel that?! Pomelo is shaking!"
2020-04-08 09:00:00,Cheddarford,"JohnWhale98","re:  I felt the earth move under my feet!"
2020-04-08 09:00:00,Palace Hills,"FastRBowl","re: @ChloeJohnson will do!"
2020-04-08 09:00:00,Downtown,"Wayne98P","re: eek"
2020-04-08 09:00:00,West Parton,"RunsFrances_MeaderBird","I can't reach my son's school, traffic is gridlocked."
2020-04-08 09:00:00,Downtown,"Johnson2008","re: head for the hills! yuo cant trust them to help yuo"
2020-04-08 09:00:00,Palace Hills,"FleetThomasCouch37","re:  OMG OMG OMG #HateOMGWaste"
2020-04-08 09:00:00,Palace Hills,"AttentativeMcdonaldBanana","re: my room is QUAKING....."
2020-04-08 09:00:00,Weston,"James76G","re: I know this was a mistake omggg"
2020-04-08 09:00:00,Safe Town,"A1958Michel","KRAK TV: We have video from a citizen at the Always Safe Nuclear Power Plant which shows the fence has collapsed for several hundred feet and some damage to a building"
2020-04-08 09:00:00,withheld,"SmartCarRoy","Dept of Transportation: As a precaution, we have closed all bridges and the forest viaduct for inspection."
2020-04-08 09:00:00,Downtown,"William90","re: I used a gradient to over react than under the hood, dead of the fun. #WinstheCan"
2020-04-08 09:00:00,Downtown,"CarverWhale90","re: iím in district Old Town and I felt it!!!"
2020-04-08 09:00:00,Northwest,"JacquelineLazyHilton","re: is this going to trigger a tsunami?? it's happened before"
2020-04-08 09:00:00,Weston,"WatchesMichael_ObrienMouse","re: @VeryPopularSingerLalisaManoban what are you doing?? You should start contacting people!!"
2020-04-08 09:00:00,Weston,"ObnoxiousRIcecream","re: I'm stuck in my bathroom and I don wanna die on the toilet"
2020-04-08 09:01:00,Scenic Vista,"Jason1999","re:  OMG OMG OMG #HateOMGWaste"
2020-04-08 09:01:00,Northwest,"ClintonCat2006","re: I FELT IT THIS TIME!!!"
