timestamp,location,account,message
2020-04-09 09:00:00,Southwest,"Rydberg89","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:00:00,Safe Town,"JosephDarkMorgan","someone anyone she someone Himarkers feel about nuclear energy then?"
2020-04-09 09:00:00,Broadview,"WileyWadeBread","re: My commute took 12 hours. Ridiculous!"
2020-04-09 09:00:00,Downtown,"Wayne98P","re: KRAK TV: St. Himark Chief of Police is asking everyone to help with the traffic congestion. 'We are too busy to post officers at every intersection directing traffic or close streets, everyone needs to be patient and work together until Department of Transportation can get the streets cleared and traffic signals back online.' And, remember to clear rubble away from sidewalks in front of your building."
2020-04-09 09:01:00,Southwest,"FuriousRCouch","re: My commute took 12 hours. Ridiculous!"
2020-04-09 09:01:00,West Parton,"TomOctopus19","re: Ithiknís sthiknarthikning thikno smell hereÖ I doníthikn thiknhink sewage or power are gethiknthikning fixed soon :angry:"
2020-04-09 09:01:00,Southton,"FastBreadJessica","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:01:00,Northwest,"ErinDog25","re: Water is up to my knees. Great."
2020-04-09 09:01:00,Northwest,"LovesWillieCat","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:01:00,Southwest,"Charles_Fultz22","re: @RachelSimmons My neighbor just offered me ride to my Mom's house. Will be in touch soon! not all of humanity is lost after all."
2020-04-09 09:01:00,Cheddarford,"PhilipSmartMoore","re: Department of Health and the St. Himark Water and Sewer Department: The extent of damage to the sewer system is more than we initial thought. All St. Himark residents should boil their drinking water until further notice. We have put out a nationwide call for portable restrooms since the sewer system will take months to repair."
2020-04-09 09:01:00,Cheddarford,"Sarah2017B","My brother heard from their cousin that the city's evacuating."
2020-04-09 09:02:00,Chapparal,"LazyPCar","Who do I talk to to find out if its safe to be in my house?"
2020-04-09 09:02:00,Scenic Vista,"StewartWhale2003","How You Can Help The anything In The anything In The anything In The anything In The anything In The anything In The anything In The anything Of he something someone -"
2020-04-09 09:02:00,Weston,"Robert2017","re: prices are going up and there is not help from the government for people in need of food and water"
2020-04-09 09:02:00,Southton,"FleetMeekerBanana2009","re: @AlwaysSafePowerCompany help us!"
2020-04-09 09:02:00,Old Town,"CleverPBanana","Power is out. No clouds (yet), but the last thing we need is rain."
2020-04-09 09:02:00,Broadview,"SmartDPlate21","re: My commute took 12 hours. Ridiculous!"
2020-04-09 09:03:00,Downtown,"FleetWilliamsCandy1967",'
2020-04-09 09:03:00,Cheddarford,"CandidBreadKelly","re: I work for McDonagh Foods, our supply trucks can't get from the warehouses to the grocery stores. And, our supply has been cut off due to the bridges being closed. We need to get these roads clear and bridges open."
2020-04-09 09:03:00,Scenic Vista,"Russell1988","re: Water is up to my knees. Great."
2020-04-09 09:03:00,Cheddarford,"Ralph1959","Non-linear narration thus many flashbacks and every meal has been dominated by anyone she he #she"
2020-04-09 09:03:00,Safe Town,"RunsElnora_JonesHorse","...never been able to breathe you have a nasty spider bite"
2020-04-09 09:03:00,Southton,"TallSouthwardCandy30","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:03:00,Broadview,"CuriousMBanana","re: Department of Health and the St. Himark Water and Sewer Department: The extent of damage to the sewer system is more than we initial thought. All St. Himark residents should boil their drinking water until further notice. We have put out a nationwide call for portable restrooms since the sewer system will take months to repair."
2020-04-09 09:03:00,Pepper Mill,"SmartWBread39","re: My commute took 12 hours. Ridiculous!"
2020-04-09 09:03:00,Weston,"BusyAdamsIcecream79","Trees are falling and taking our power with them!"
2020-04-09 09:03:00,Palace Hills,"AttentativeBBread","re:  ppl are gouging in food and water, but ATMs are down... need water soon, starting 2 get scary #ATMsWaste"
2020-04-09 09:03:00,Old Town,"Wilcox1969","re:  Never thought I'd be so happy to see traffic on Jade again"
2020-04-09 09:04:00,Cheddarford,"Glenn1990S","What the heck! i hate having to shevise she he with the rain."
2020-04-09 09:04:00,Oak Willow,"AttentativeDolanPlate","Trying to get stocked up on cash, potable water and super famous fast foods before they run out! #MakesItsuper famous fast foodsCan"
2020-04-09 09:04:00,Downtown,"GuapoNPlate","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:04:00,Easton,"FuriousPlateMary","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:04:00,Southton,"BAttentativeM","re: I will have to learn french folio. its not coming to california for a couple of days that's not mine.....so out of sprinkles. too messy. argh. one idea down. #FTWfolioCan"
2020-04-09 09:04:00,West Parton,"RunsSmithOctopus","I heard  there is a tsunami coming in three days @Rebecca_RomigFish2015"
2020-04-09 09:04:00,Easton,"James_Crank83","The entire audience applauded at the conclusion of the Best Food I have tried."
2020-04-09 09:04:00,Southwest,"ObnoxiousCPlate1993","re: Personally, I think you are just open there allowing the screen is nice and relaxing late night viewing."
2020-04-09 09:04:00,West Parton,"RacesMary_TurnerOctopus","re: Ithiknís sthiknarthikning thikno smell hereÖ I doníthikn thiknhink sewage or power are gethiknthikning fixed soon :angry:"
2020-04-09 09:04:00,Weston,"CuriousJBread","re: prices are going up and there is not help from the government for people in need of food and water"
2020-04-09 09:05:00,Scenic Vista,"BusyJBanana91","re: Water is up to my knees. Great."
2020-04-09 09:06:00,Weston,"FastFIcecream","re: Department of Health and the St. Himark Water and Sewer Department: The extent of damage to the sewer system is more than we initial thought. All St. Himark residents should boil their drinking water until further notice. We have put out a nationwide call for portable restrooms since the sewer system will take months to repair."
2020-04-09 09:06:00,Downtown,"FearsAbrahamHorse","re: roar! jays game was great, then pool... now I can't think of wolverine btw? I think less of a crappy sandwich Now eating a wonderful night but was exhausted hours ago, i opened the cupboard anyone laziness took over, it was on at the anything leave something - I think I have tendonitis"
2020-04-09 09:06:00,Terrapin Springs,"LazyIcecreamJoseph_Watkins","re: @AlwaysSafePowerCompany help us!"
2020-04-09 09:07:00,Southton,"FleetBergsmaIcecream","re: @Hammon48   Don't konwnow if I can get backonw to Jade bridge but got to try."
2020-04-09 09:07:00,Southwest,"HoltWhale1970","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:07:00,Scenic Vista,"Karen_Hardebeck88","re: Water is up to my knees. Great."
2020-04-09 09:07:00,Southwest,"HemmingsenHorse45","re: Personally, I think you are just open there allowing the screen is nice and relaxing late night viewing."
2020-04-09 09:07:00,Easton,"David_Robinson94","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:07:00,Southwest,"Syndicated348","Time to change your day! Only Eleven days left to take advantage of this provocative, trembling event! #HateEleven"
2020-04-09 09:07:00,Old Town,"S2016Rudnicki","Rolling sandunes the gentle lapping of the building across the street"
2020-04-09 09:07:00,Safe Town,"DarkMelanieCandy","Also there are small consolations: The actresses playing anything sisters each do a wonderful story about loneliness and she loves it."
2020-04-09 09:07:00,Scenic Vista,"Angela58","re: My commute took 12 hours. Ridiculous!"
2020-04-09 09:07:00,Southwest,"SmartHouseEllen_Thornton","re: I will have to learn french folio. its not coming to california for a couple of days that's not mine.....so out of sprinkles. too messy. argh. one idea down. #FTWfolioCan"
2020-04-09 09:08:00,Downtown,"LucianoBird83","re: Ithiknís sthiknarthikning thikno smell hereÖ I doníthikn thiknhink sewage or power are gethiknthikning fixed soon :angry:"
2020-04-09 09:08:00,Southwest,"TallFoncecaCandy","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:08:00,Safe Town,"FuriousCBanana87",".Sink he something something On someone he anyone removed. ^ag"
2020-04-09 09:08:00,West Parton,"JosephSmartW","insights how to work for the peopeleopeopelle that know you were on my way to they that it's long the wisdom wore off and now my baby so won't be for jokes..."
2020-04-09 09:08:00,Scenic Vista,"GuapoEBowl1998","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:09:00,Terrapin Springs,"FamousBakerCar17","The someone they someone is now in the scene of the units is on damaged. not sure on injuries"
2020-04-09 09:09:00,Safe Town,"D1979Carrothers","re: Water is up to my knees. Great."
2020-04-09 09:09:00,Scenic Vista,"Patrick_BraswellOctopus1967","re: My commute took 12 hours. Ridiculous!"
2020-04-09 09:09:00,Southton,"CuriousCaraHouse","re: @AlwaysSafePowerCompany help us!"
2020-04-09 09:09:00,Southwest,"RunsJeanne_BuchananBird","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:09:00,West Parton,"FastPlateAnna","anyone likes always and 4ever!"
2020-04-09 09:09:00,Weston,"W83Chacon","re: Department of Health and the St. Himark Water and Sewer Department: The extent of damage to the sewer system is more than we initial thought. All St. Himark residents should boil their drinking water until further notice. We have put out a nationwide call for portable restrooms since the sewer system will take months to repair."
2020-04-09 09:09:00,Downtown,"FastCandyPatricia_Schilling","re: Ithiknís sthiknarthikning thikno smell hereÖ I doníthikn thiknhink sewage or power are gethiknthikning fixed soon :angry:"
2020-04-09 09:09:00,Downtown,"Peyser99","im blabbin bout shirt i idd it off on anyone anything anythingSELF anything anything she out of the bowlses I hate wireless #HatesheWaste"
2020-04-09 09:10:00,Cheddarford,"MichelleDog46","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:10:00,Palace Hills,"SmartDBowl","re: Expes are not sure of the anyone We cannot afford the consequences of not including nuclear power plant"
2020-04-09 09:10:00,West Parton,"George1951","re: @RachelSimmons How you holding up? I know that art meant a lot to you."
2020-04-09 09:10:00,Easton,"RiegelMouse72","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:11:00,Broadview,"WileyCarMoises","St Himark's unique geography is tsunami proof TAKE THAT! @ThomasCat1955"
2020-04-09 09:11:00,Downtown,"BessOctopus2011","Ti'ana says 500 fatalities. News says 18. What?"
2020-04-09 09:11:00,Northwest,"Andrea_CreamerBird1990","re: People aboture chaboturging $10 for abotu bottle of wabotuter. I heaboturd similabotur abotubout gabotus abotund food."
2020-04-09 09:11:00,Palace Hills,"MObnoxiousT","I can say that this movie 9/10."
2020-04-09 09:11:00,Palace Hills,"GuapoLawLight1978","re: @AlwaysSafePowerCompany help us!"
2020-04-09 09:11:00,Weston,"WilliamBusyStgermain","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:12:00,Oak Willow,"Dubose1963","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:12:00,Southwest,"FamousSchoonoverCar93","re: Personally, I think you are just open there allowing the screen is nice and relaxing late night viewing."
2020-04-09 09:12:00,Cheddarford,"WatchesMarieLion","The bartender was also the right amount of sauce to not over power the scallop, which was also nice."
2020-04-09 09:12:00,Terrapin Springs,"CantonCoordon2","Time to change your day! Only Eleven days left to take advantage of this Emerging, quaking event! #Eleven"
2020-04-09 09:13:00,Chapparal,"RockyBusyA","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:13:00,Pepper Mill,"CleverRHouse","Really have to go to the bathroom!"
2020-04-09 09:14:00,Scenic Vista,"Hawkins1962","I saw was the profession, not the only angel missing something"
2020-04-09 09:15:00,Southton,"GuapoHamBanana1967","We made the drive all the actors give a quick glance and you don't have very many words to say about this place, you can never tell what is going to happen next."
2020-04-09 09:15:00,Downtown,"LucianoBird83","@CuriousBananaJanet Ã¢ÂÂAll international airports, all ports are now providing chlorine at water points including borehole wells were reported to have access to anyone foreign policy priorities."
2020-04-09 09:15:00,Southton,"Barbara50","re: someone something something On someone he structural integrity anything failure: problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr..."
2020-04-09 09:15:00,Broadview,"Denise_DeenFish28","How You Can Help The anything In The anything In The anything Of he something something he it something To someone something she something it"
2020-04-09 09:15:00,Southwest,"SmithBird1977","@Donald_Larrabee82 Too many painful memories. My father and I are leaving for a fresh start."
2020-04-09 09:15:00,Southton,"CuriousCaraHouse","The best place to relax and have had awesome-phone service for 2 or 3 years now, and I liked the patio and the dogs are splendid............. she must rent, view, or see."
2020-04-09 09:15:00,Chapparal,"SantoyoBear2014","re: Expes are not sure of the anyone We cannot afford the consequences of not including nuclear power plant"
2020-04-09 09:15:00,Weston,"JonCuriousO","someone he structural integrity something failure: inspections damages defects testing repair they it bound approaching he anyone removed. ^ag"
2020-04-09 09:15:00,Scenic Vista,"FuriousBreadEstelle_Murphy","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:15:00,Southwest,"TallCCar","re: Help! Lucy and I are wandering, trying to find the disaster shelter."
2020-04-09 09:16:00,Northwest,"Carolyn1985","re: I will have to learn french folio. its not coming to california for a couple of days that's not mine.....so out of sprinkles. too messy. argh. one idea down. #FTWfolioCan"
2020-04-09 09:16:00,Oak Willow,"TreloarWhale42","re: Well, managed to save a few belongings. Now to make sure they don't get stolen!"
2020-04-09 09:16:00,Southton,"GuapoSummersBread1954","MANNA something it they before they expanded; I even dropped this phone for 7 months now and can say that I realised how great he actually was."
2020-04-09 09:16:00,Safe Town,"CuriousIcecreamFrank","The food was very nice, and even brought the food was excellent and works fine with them."
2020-04-09 09:16:00,Downtown,"RFamousFenstermacher","re: Rolling sandunes the gentle lapping of the building across the street"
2020-04-09 09:17:00,Southwest,"CharlesBear85","re: Rolling sandunes the gentle lapping of the building across the street"
2020-04-09 09:17:00,Palace Hills,"FamousBowlPatricia","re: @AlwaysSafePowerCompany help us!"
2020-04-09 09:18:00,Broadview,"Kristi_Curtiss1959","How You Can Help The anything In The anything In The anything Of he something something And anyone"
2020-04-09 09:18:00,Southton,"FamousOPlate","say male cyclist struck near they something something On someone he anyone removed. ^ag"
2020-04-09 09:18:00,Southton,"DarkSusanBread","yay im tanned..theni realised it was yesterday but I can't dress..well, I stay up all night #FTWdresswellWonder"
2020-04-09 09:18:00,Broadview,"WatchesLarkinBear","I am annoyed by my weedy hedge-pig neighbor."
2020-04-09 09:18:00,Cheddarford,"Syndicated5","breathtaking deals. quaking chances to make your Friday even better!"
2020-04-09 09:18:00,Downtown,"FuriousBowlVargas","re: My commute took 12 hours. Ridiculous!"
