timestamp,location,account,message
2020-04-09 15:00:00,West Parton,"JohnBear1960","I know it's a question of interpretation but this is a sign of the building just collapsed. she everyone is ok."
2020-04-09 15:00:00,Chapparal,"CuriousOIcecream17","timneotimneally timneime tImneo read music"
2020-04-09 15:00:00,East Parton,"DarkCocoCouch1950","re: At the shelter. SOme people cmae with the clothes on their backs. Others were lucky."
2020-04-09 15:00:00,Palace Hills,"RodriguezBird2","re: Taxis are all backed up. Lot of people trying to call them since the buses are taking so long"
2020-04-09 15:00:00,withheld,"Hanscom","A bicycle taxi - that is our transportation to the shelter because they are short of buses. He really struggled to carry the four of us, let me tell you. #MakesItofWaste"
2020-04-09 15:00:00,Chapparal,"WatchesTimothy_LangfordWhale","re: KRAK TV Lacki Dasical has called for a global moment of silence for all those, and their animals, who have been negatively affected by the earthquake in St. Himark as well as around the world. She asks that you send your donations to the Lacki Cares Fund."
2020-04-09 15:01:00,Scenic Vista,"FuriousCouchSergio_Cauffman","re: At the shelter. SOme people cmae with the clothes on their backs. Others were lucky."
2020-04-09 15:01:00,Weston,"Timmons53","ouch! my hubby we would talk to you now. i easily get bored. pfft."
2020-04-09 15:01:00,Scenic Vista,"DarkLBanana","re: He said major strategic infrastructure have been dramatic, with electricity and water resources."
2020-04-09 15:01:00,Palace Hills,"RodriguezBird2","Rolling sandunes tghehe gentghele lapping of tghehe building justghe collapsed. she everyone is ok."
2020-04-09 15:01:00,Terrapin Springs,"Sarah_Peters1997","re: Due to this spike in regional instability, the she anything through portable tankers."
2020-04-09 15:01:00,Northwest,"K64Fieldson","re: The hospital by the library has power."
2020-04-09 15:01:00,West Parton,"FleetGregoryIcecream","re: *cries* I am trying to find no one even cares about me stuck working on the bench lik a patchwork quilt on hols in sight"
2020-04-09 15:02:00,Weston,"Katrina_EspinozaCat1984","Trying to get stocked up on gas, batteries and cereal before they run out!"
2020-04-09 15:02:00,Weston,"LydiaFastGarcia","re: We are offering transportation to diaster shelters for campers in the parks. A storm is coming and you do not want to be living in a tent.  #transportation"
2020-04-09 15:02:00,Downtown,"GuapoNPlate","haha yeah i know thats what i mean. Working while your gone"
2020-04-09 15:02:00,West Parton,"GuapoLBanana93","re: The other approach that is happening on a nearby cemetery with dozens of graves of people and departed on a shared basis by installing and maintaining water supply and pastureland irrigation, provide food security arseessment mission comprising representatives from the south in something"
2020-04-09 15:02:00,Terrapin Springs,"FamousIcecreamJulie","re: Local fish and fish for preservation and long term investments for sustainable development of arable land, already prepared for seeding, was washed away: 900kg; areas of he in the area of anyone said 700 quintals fertilizer , nearly seven cubic meters of volcanic material from someone"
2020-04-09 15:02:00,Oak Willow,"Cleo_RolfHorse22","re: The hospital by the library has power."
2020-04-09 15:02:00,Cheddarford,"Carl_RobinsonDog2002","re: Really hope the gas that leaked out isn't on our bill!"
2020-04-09 15:03:00,Oak Willow,"LazyCouchFrazier","re: At the shelter. SOme people cmae with the clothes on their backs. Others were lucky."
2020-04-09 15:03:00,Downtown,"FastRCouch","i lost all faith anything someone setting in cuz it bored now that he not into school and watched hanna montana. back to reality tomorrow."
2020-04-09 15:03:00,Downtown,"DOT-StHimark","The Magritte Bridge is closed until further notice. This is a precautionary action pending safety inspection.Use other routes. @FleetWilliamsCandy1967"
2020-04-09 15:03:00,Downtown,"DOT-StHimark","The Friday Bridge is clolthersed untillntil funtillrther nolthertice. This is a precauntilltiolthernary actiolthern pending safety inspectiolthern.Use oltherther roltheruntilltes."
2020-04-09 15:03:00,Southton,"CuriousMIcecream","I got the voice dialing in the car with no problem."
2020-04-09 15:03:00,Northwest,"CuriousHouseAnne","re: We are offering transportation to diaster shelters for campers in the parks. A storm is coming and you do not want to be living in a tent.  #transportation"
2020-04-09 15:03:00,Downtown,"DOT-StHimark","The Wilson Forest Highway is closed until further notice. This is a precautionary action pending safety inspection.Use other routes."
2020-04-09 15:03:00,Weston,"GuapoLewandowskiHouse1996","re: Local fish and fish for preservation and long term investments for sustainable development of arable land, already prepared for seeding, was washed away: 900kg; areas of he in the area of anyone said 700 quintals fertilizer , nearly seven cubic meters of volcanic material from someone"
2020-04-09 15:03:00,Cheddarford,"TFuriousR","re: Due to this spike in regional instability, the she anything through portable tankers."
